Protein IDs,Majority protein IDs,Protein names,Gene names,Lead gene name,id,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,MS/MS count,Minus_log10_Pvalue,Log2FC,Median Normalized Intensity Cont1,Median Normalized Intensity Cont2,Median Normalized Intensity Cont3,Median Normalized Intensity Cont4,Median Normalized Intensity Cont5,Median Normalized Intensity Cont6,Median Normalized Intensity KD1,Median Normalized Intensity KD2,Median Normalized Intensity KD3,Median Normalized Intensity KD4,Median Normalized Intensity KD5,Median Normalized Intensity KD6
Q9P2K3;E9PQE5;B4DV59;Q9UKL0;E9PR63;H0YF22,Q9P2K3;E9PQE5;B4DV59;Q9UKL0,REST corepressor 3;REST corepressor 1,RCOR3;RCOR1,RCOR3,4476,4,4,4,11.1,11.1,11.1,55.581,0,10.424,25,0.033469089,-0.058540275,-1.077477455,-1.160591841,-4.369534492,-1.156785011,-1.273543954,-1.153496146,-1.473214984,-1.630308509,-3.097434998,-0.873224318,-1.624136567,-1.844351172
U3KPZ7;Q9P2N5,U3KPZ7;Q9P2N5,RNA-binding protein 27,RBM27,RBM27,4477,3,3,2,3.7,3.7,2.5,114.54,0.0015812,2.5006,8,0.744013676,0.383955558,-2.754291534,-2.50993681,-3.005827904,-2.538177013,-2.836260557,-3.390249252,-1.911237836,-2.212239027,-2.834903717,-2.778132677,-3.199677467,-1.794818997
Q9P2Q2;Q5T376;C9J7M5;C9JA15;A0A1W2PQE7;C9JAW0;C9J6Q2;A0A0J9YYA7;Q9Y2L6,Q9P2Q2;Q5T376,FERM domain-containing protein 4A,FRMD4A,FRMD4A,4478,9,9,8,17.1,17.1,15.6,115.46,0,25.369,73,2.484047389,-0.999528279,-0.264207035,-0.185193717,-0.639521658,-0.333166629,-0.893409252,-0.589950085,-0.970544577,-0.855648875,-1.817948461,-2.172177315,-2.002344608,-1.083954215
Q9P2R3;K7EPT2;I3L1Z9;I3L3P8,Q9P2R3,Rabankyrin-5,ANKFY1,ANKFY1,4479,23,23,23,32.8,32.8,32.8,128.4,0,254.82,347,0.259437448,-0.113703966,2.98053813,2.640776873,2.822379827,3.043707609,3.01544404,3.184307814,2.678107023,2.71173501,2.190535069,3.394057751,3.041585684,2.98890996
Q9P2U8;Q9P2U7;M0R1S5;E9PGW3;O00624;Q14916;Q9Y2C5;Q8NDX2,Q9P2U8,Vesicular glutamate transporter 2,SLC17A6,SLC17A6,4480,8,8,8,19.2,19.2,19.2,64.392,0,48.985,121,6.39349958,-0.898783724,1.844081402,1.870207787,1.911394238,1.684721947,1.574310899,1.736292243,0.886618972,0.762062907,0.658528984,1.04476285,0.966869533,0.909462929
Q9UBB4;A0A1W2PQD2;B1AHE3;B1AHE4,Q9UBB4;A0A1W2PQD2,Ataxin-10,ATXN10,ATXN10,4481,13,13,13,34.3,34.3,34.3,53.488,0,85.611,195,0.762206135,-0.174261967,1.884654284,2.135363102,1.791621208,1.846110225,2.003969431,2.174253941,2.05689764,2.120473623,1.4798702,1.745890021,1.721174359,1.666094542
Q9UBB6;H7C2R2,Q9UBB6,Neurochondrin,NCDN,NCDN,4482,22,22,14,44.7,44.7,31.6,78.863,0,303.14,277,1.325478889,0.252251724,1.599553823,1.488440514,1.611691475,2.049366236,1.933033109,1.935741544,2.112970352,1.963754296,1.792172551,2.228546619,1.999291062,2.034602165
Q9UBB9;H0Y4U8,Q9UBB9,Tuftelin-interacting protein 11,TFIP11,TFIP11,4483,6,6,6,11,11,11,96.819,0,4.9796,25,0.573689351,0.702435836,-2.252770185,-1.878494263,-1.1528548,-0.636391342,-3.941589117,-1.783334494,-0.162091285,-0.865345597,-2.177690029,-0.48911345,-2.467937708,-1.268641114
Q9UBD5,Q9UBD5,Origin recognition complex subunit 3,ORC3,ORC3,4484,7,7,7,16.2,16.2,16.2,82.253,0,10.462,48,1.431668795,0.364864757,-1.362172723,-1.387886643,-2.026506186,-1.360176802,-1.177148461,-1.466073632,-1.190649629,-0.828318477,-1.247491956,-1.346667051,-1.183285594,-0.794363201
Q9UBE0;M0QZS6;B3KNJ4;M0QX65;A0A590UK93;A0A590UKC5;M0R054;A0A590UKA0;M0R375;M0R286;M0QYM8;M0QYP2,Q9UBE0;M0QZS6;B3KNJ4;M0QX65,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",SAE1,SAE1,4485,17,17,17,62.7,62.7,62.7,38.449,0,173.38,345,1.568334639,0.088045279,3.493097782,3.438818216,3.370710611,3.470040321,3.453899622,3.448043585,3.630941868,3.528580189,3.563728809,3.474068403,3.574454308,3.431108236
Q9UBF2,Q9UBF2,Coatomer subunit gamma-2,COPG2,COPG2,4486,24,24,22,46.5,46.5,45.1,97.621,0,196.13,340,0.059447854,0.019352913,2.829261303,2.76075387,2.400256872,2.177491426,2.524680138,2.54765296,2.33552146,2.424515486,2.62409687,2.523999691,2.729635477,2.718445063
Q9UBF6;F8WEU8,Q9UBF6;F8WEU8,RING-box protein 2,RNF7,RNF7,4487,2,2,2,30.1,30.1,30.1,12.683,0,171.49,36,0.252585871,0.123746832,-2.319418669,-1.954935312,-1.895375967,-1.977206826,-1.836428523,-1.869539857,-1.59376061,-1.909062982,-1.715783715,-1.510705709,-2.768239498,-1.612871647
Q9UBH6,Q9UBH6,Xenotropic and polytropic retrovirus receptor 1,XPR1,XPR1,4488,15,15,15,22.3,22.3,22.3,81.534,0,122.65,140,1.521071335,-0.526469111,1.61524272,2.242987871,2.228889465,1.937228322,2.429027796,1.776877999,1.253366232,1.02523756,1.70136261,1.472508311,1.423814416,2.195150375
Q9UBI9,Q9UBI9,Headcase protein homolog,HECA,HECA,4489,1,1,1,2.4,2.4,2.4,58.836,0.00023607,3.0633,2,0.014714734,0.024308443,-3.208881617,-4.391590118,-3.245058775,-2.82576251,-2.529322147,NaN,NaN,-3.521227837,NaN,NaN,-2.910401344,NaN
Q9UBL6;H0YEH8;E9PJ31;H3BP03;E7ENV7;Q96FN4;Q8IYJ1;Q96A23;O95741;Q86YQ8;Q9HCH3,Q9UBL6,Copine-7,CPNE7,CPNE7,4490,7,6,6,15.2,13.7,13.7,70.293,0,72.324,75,0.050532368,-0.073261703,0.507883906,0.862546444,0.819089174,-1.155976415,-1.144057989,0.86263293,-1.278569698,0.477068603,-0.328384638,0.382640243,0.086229056,0.973564267
Q9UBM7;H0YE57;E9PJ54;E9PM00,Q9UBM7;H0YE57,7-dehydrocholesterol reductase,DHCR7,DHCR7,4491,4,4,4,11.4,11.4,11.4,54.489,0,21.665,37,0.24684392,0.297424029,0.199952513,-1.116031528,0.657699823,0.463916838,-0.940882325,-1.55490768,0.383484811,0.241588116,0.223331824,-1.687771201,-0.022254804,0.355913073
Q9UBN7;A0A2R8YDE6;A0A2R8YCS4;A6NDI8;C9J172;Q9BRX7;E7EP63;E7ER52;C9JEF4;A0A2R8YD35;A0A2R8Y758;A0A2R8Y5Z4;A0A2R8Y4G2,Q9UBN7;A0A2R8YDE6,Histone deacetylase 6,HDAC6,HDAC6,4492,15,15,15,25.6,25.6,25.6,131.42,0,149.51,190,6.136251473,-1.846985133,2.450103283,2.107178211,2.333797455,2.397004604,2.233554602,2.145627975,0.076895498,0.642923057,-0.120073169,0.58516705,0.951674223,0.448768675
Q9UBP6;H0YIH0;F8VSD9;H0YHU4;H0YHX0,Q9UBP6;H0YIH0,tRNA (guanine-N(7)-)-methyltransferase,METTL1,METTL1,4493,3,3,3,18.5,18.5,18.5,31.471,0,6.5198,9,2.135683052,2.007333245,-0.941228569,-1.805043459,-2.635505438,-4.080442429,-4.199062347,NaN,-1.057065845,-0.527184606,-0.984554172,-0.631270528,-0.64661932,-0.502844751
Q9UBQ0;F8VXU5;Q05DG7,Q9UBQ0;F8VXU5,Vacuolar protein sorting-associated protein 29,VPS29,VPS29,4494,9,9,9,61,61,61,20.505,0,22.703,132,0.333739638,-0.094717344,3.174380302,3.275719404,3.44073844,3.396774769,3.493762016,3.247798681,2.742242575,3.563998938,3.221835136,3.345486641,3.385133743,3.202172518
Q9UBQ7;U3KQ56,Q9UBQ7;U3KQ56,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,GRHPR,4495,14,14,14,56.1,56.1,56.1,35.668,0,142.23,202,0.382426868,0.144285957,3.831330776,3.158638954,3.010149956,3.396353722,3.015153408,3.019281626,3.381864309,3.639315605,3.094089031,3.540814877,3.591482162,3.049058199
Q9UBR2,Q9UBR2,Cathepsin Z,CTSZ,CTSZ,4496,2,2,2,9.2,9.2,9.2,33.868,0.00023652,3.093,22,2.061495977,0.533990453,-1.894540191,-1.701895356,-1.520805001,-1.385541916,-1.811610103,-1.819275618,-1.769955277,-0.860748112,-1.041201949,-1.060711741,-1.344258666,-0.852849722
Q9UBS4;H7C2Y5,Q9UBS4;H7C2Y5,DnaJ homolog subfamily B member 11,DNAJB11,DNAJB11,4497,11,11,11,34.1,34.1,34.1,40.513,0,51.908,164,0.612717349,0.175062219,3.436970949,3.702586889,3.202800512,3.001349688,3.098255873,3.255574703,3.316269636,3.843439579,3.290531158,3.623799086,3.223282099,3.450590372
Q9UBT2;K7EPL2;K7ESK7;U3KQ93;U3KQ55;K7ES38,Q9UBT2,SUMO-activating enzyme subunit 2,UBA2,UBA2,4498,32,32,32,59.8,59.8,59.8,71.223,0,323.31,614,0.032429371,-0.005672057,4.500252247,4.613730431,4.704853058,4.720859528,4.745097637,4.757907391,4.532739162,4.692818165,4.782856941,4.737119198,4.741007328,4.522127151
Q9UBU9;E9PIN3;B4E227;E9PQA4;E9PLA7;H0YDU0,Q9UBU9;E9PIN3,Nuclear RNA export factor 1,NXF1,NXF1,4499,15,15,15,34.6,34.6,34.6,70.182,0,157.63,171,0.066386301,-0.02100124,1.916768551,2.078234434,2.100525618,2.150147915,2.167360067,1.905980825,1.716027617,2.132424593,2.24369216,2.339401245,2.009888887,1.75157547
Q9UBV2;G3V3B3,Q9UBV2,Protein sel-1 homolog 1,SEL1L,SEL1L,4500,11,11,11,24.6,24.6,24.6,88.754,0,98.707,79,0.025324108,0.008343329,1.149394393,0.651732862,1.140414357,0.944095075,1.243379831,1.06002295,0.97256583,1.171663404,1.104328752,1.074668169,0.703575611,1.212297678
Q9UBW7;A0A087X151,Q9UBW7,Zinc finger MYM-type protein 2,ZMYM2,ZMYM2,4501,10,10,10,11.2,11.2,11.2,154.91,0,49.315,111,0.445600685,0.139191689,0.026042309,0.17739749,-0.052389901,-0.514446557,-0.006633204,-0.313967705,0.150584489,0.336917847,0.020067573,0.171660751,-0.212380067,-0.315698028
Q9UBX3;B4DLN1;F6RGN5;I3L1E8,Q9UBX3;B4DLN1;F6RGN5,Mitochondrial dicarboxylate carrier,SLC25A10,SLC25A10,4502,6,6,6,32.1,32.1,32.1,31.282,0,88.6,28,1.896889743,-0.79807172,-0.421778321,0.208813041,-0.390542239,-0.788484931,0.211166009,0.178565472,-1.298233032,-0.836812854,-0.617295384,-0.967061222,-0.358058065,-1.713230729
Q9UDR5;F8WAH1;F8WE53,Q9UDR5;F8WAH1;F8WE53,"Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",AASS,AASS,4503,14,14,14,25.1,25.1,25.1,102.13,0,41.635,81,0.434621202,-0.212950597,0.26648733,1.112301707,0.896558762,1.200280309,1.260104299,0.793759048,0.903931677,0.251039684,0.755748749,0.884225011,1.263087153,0.193755597
Q9UDT6;H7C4L6;F5H1T5,Q9UDT6,CAP-Gly domain-containing linker protein 2,CLIP2,CLIP2,4504,29,29,25,39.8,39.8,36,115.84,0,162.44,379,0.091720344,-0.022893389,3.675585032,3.593727589,3.440265656,3.367198944,3.453863621,3.566948652,3.468791246,3.518512011,3.32700491,3.784595013,3.617063284,3.244262695
Q9UDW1,Q9UDW1,Cytochrome b-c1 complex subunit 9,UQCR10,UQCR10,4505,2,2,2,38.1,38.1,38.1,7.3084,0,23.753,64,1.292385967,0.261597057,1.80233407,1.387523174,1.459061623,1.259173274,1.405687213,1.490596533,1.428090096,1.618355989,1.56144464,1.920149326,1.856093884,1.989824295
Q9UEE9,Q9UEE9,Craniofacial development protein 1,CFDP1,CFDP1,4506,2,2,2,12.4,12.4,12.4,33.592,0,4.1533,19,0.932178175,0.416600772,-0.325734556,-0.912502825,-1.221488118,-0.72135812,-1.255200148,-1.795338511,-0.618573785,-0.747932911,NaN,-0.374100119,-0.521185696,-0.848222196
Q9UEG4,Q9UEG4,Zinc finger protein 629,ZNF629,ZNF629,4507,7,7,7,10.2,10.2,10.2,96.619,0,31.263,41,0.35549091,0.382485957,-2.899327993,-0.397436827,0.124708697,-1.463316321,-0.637216747,-0.049385104,-0.668626785,-0.343564004,-0.054802489,-0.640806913,-0.870638192,-0.44862017
Q9UEL6;O95297,Q9UEL6;O95297,Myelin protein zero-like protein 1,MPZL1,MPZL1,4508,2,2,2,13.7,13.7,13.7,20.23,0,7.2648,57,0.318568281,0.11713854,0.246705815,0.58515662,0.462844729,0.761931181,0.283860147,0.475740224,0.310048133,0.8348369,0.904551506,0.609834433,0.046759326,0.81303966
Q9UER7,Q9UER7,Death domain-associated protein 6,DAXX,DAXX,4509,1,1,1,2.6,2.6,2.6,81.372,0,4.9087,5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.201017141,-4.168238163,-3.436043978,NaN,NaN,NaN
Q9UET6,Q9UET6,Putative tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase,FTSJ1,FTSJ1,4510,1,1,1,4.9,4.9,4.9,36.079,0.0009122,2.6217,2,0.83796298,1.109917521,NaN,NaN,NaN,NaN,-3.538211346,-4.307015419,NaN,NaN,NaN,-3.094321489,-2.531070232,NaN
Q9UEU0;J3KMW2;G3V5I2;H0YJL5;H0YJJ5,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,VTI1B,VTI1B,4511,6,6,6,34.9,34.9,34.9,26.688,0,177.96,63,0.813886141,-0.47602278,-0.199416921,0.68028903,-0.831921995,0.409393787,-0.574350119,0.725530803,-0.062701888,-0.065724768,-0.534619451,-0.305712581,-0.912506402,-0.765347004
Q9UEW8,Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase,STK39,STK39,4512,11,8,8,29.9,25,25,59.473,0,78.875,152,2.192433455,-0.433713635,1.166099668,0.699025691,0.724228501,0.435348898,0.839907289,1.049258113,0.385172397,0.167186424,0.529831231,0.512203217,0.202538624,0.514654458
Q9UEY8,Q9UEY8,Gamma-adducin,ADD3,ADD3,4513,5,5,5,13,13,13,79.154,0,8.5498,51,2.195245879,-0.821461399,-1.967130303,-1.509368539,-1.917647839,-2.021030903,-1.866528392,-1.267968655,-3.277209997,-2.615192413,-2.367847681,-1.844614863,-2.397747993,-2.975830078
Q9UFC0;F8WDB4;H7C5S6;H7C5N7,Q9UFC0,Leucine-rich repeat and WD repeat-containing protein 1,LRWD1,LRWD1,4514,6,6,6,14.5,14.5,14.5,70.86,0,14.483,50,0.917915122,0.307782804,-0.902797937,-0.672379792,-1.505939245,-1.226280451,-0.797384083,-0.699456692,-0.866693437,-0.211049229,-0.604041517,-0.628477514,-0.561466753,-1.085812926
Q9UFN0,Q9UFN0,Protein NipSnap homolog 3A,NIPSNAP3A,NIPSNAP3A,4515,13,13,12,68.4,68.4,63.2,28.466,0,60.527,223,0.496698966,-0.117814819,3.447481394,3.565741062,3.758025646,3.666363716,3.705692768,3.555781841,3.280032396,3.484823942,3.987399817,3.464845896,3.392434597,3.382660866
Q9UG63;C9JHK9;C9JZV3,Q9UG63,ATP-binding cassette sub-family F member 2,ABCF2,ABCF2,4516,6,6,6,11.1,11.1,11.1,71.289,0,8.0485,61,0.347463517,0.154560363,-0.18878819,-0.664649427,0.13696672,0.380302519,-0.003646423,-0.167556986,0.094745554,0.694670558,-0.160201475,0.065487303,-0.131368831,-0.143342718
Q9UGI8;F8W7T0;H7BYK1,Q9UGI8,Testin,TES,TES,4517,11,11,11,30.6,30.6,30.6,47.996,0,74.786,118,1.237385111,-0.391429156,1.785353661,2.057512999,1.461460471,1.387499452,1.085967064,1.988400936,0.830675662,1.31234026,1.480672121,1.35479629,1.079607606,1.359527707
Q9UGM6,Q9UGM6,"Tryptophan--tRNA ligase, mitochondrial",WARS2,WARS2,4518,4,4,4,25.3,25.3,25.3,40.146,0,8.6623,33,0.002178355,0.003413002,-2.202428102,-3.536581755,-2.948681355,-2.700091124,-2.382162809,-5.207091808,-3.914540768,-2.976803064,-2.836549759,-2.510972977,-2.605195522,-4.112496853
Q9UGP8;A6PVC9,Q9UGP8,Translocation protein SEC63 homolog,SEC63,SEC63,4519,22,22,22,34.6,34.6,34.6,87.996,0,147.52,215,0.708228674,0.164353967,2.537874222,2.325581551,2.129393101,2.113174677,2.388169765,2.43538928,2.448499918,2.222707033,2.465920925,2.291836262,2.609595537,2.877146721
Q9UGR2,Q9UGR2,Zinc finger CCCH domain-containing protein 7B,ZC3H7B,ZC3H7B,4520,7,7,7,10.5,10.5,10.5,109.86,0,12.342,57,0.690604744,0.370023578,-1.583396912,-1.196152925,-1.195555449,-1.088939667,-2.34868598,-1.007211685,-0.421393037,-1.709693074,-0.723242581,-1.139396191,-1.049329162,-1.156747103
Q9UGT4,Q9UGT4,Sushi domain-containing protein 2,SUSD2,SUSD2,4521,7,7,7,18.4,18.4,18.4,90.207,0,52.593,92,0.372417141,0.370681297,0.391950756,0.272763312,-0.142941222,0.386143267,0.59177345,0.107224099,0.250221193,-0.247173473,2.434151888,0.582325101,1.223825216,-0.412348479
Q9UGU0;A9JX13,Q9UGU0;A9JX13,Transcription factor 20,TCF20,TCF20,4522,2,2,2,1.3,1.3,1.3,211.77,0,4.1421,11,0.098361407,-0.120507169,-3.299231768,-3.323758364,NaN,-2.916363239,-3.031456947,-3.498989105,-2.616349459,-2.769314766,-3.520601511,-3.036193609,-5.244440079,-2.819902897
Q9UH62;H3BV87;H3BM63,Q9UH62,Armadillo repeat-containing X-linked protein 3,ARMCX3,ARMCX3,4523,8,8,8,32.5,32.5,32.5,42.5,0,166.03,113,0.492667735,0.20511537,0.79853487,0.827136219,0.878460705,-0.162187025,0.395303607,0.703372598,0.351885766,0.906814575,0.834750712,0.552977443,0.990099192,1.034785509
Q9UH99;B0QY64;B0QY68;B0QY66;B0QY67;B0QY60,Q9UH99,SUN domain-containing protein 2,SUN2,SUN2,4524,14,14,14,33.1,33.1,33.1,80.31,0,75.157,183,0.058498381,-0.020751854,1.344837189,1.67274642,1.827296615,1.831235766,1.442634225,1.600319386,1.193578482,1.529498219,1.851214409,1.531136632,1.815972924,1.673157811
Q9UHA4,Q9UHA4,Ragulator complex protein LAMTOR3,LAMTOR3,LAMTOR3,4525,2,2,2,30.6,30.6,30.6,13.623,0.0030905,2.2265,19,0.2316696,-0.35032326,-0.377739459,-0.138597175,-2.861240149,-1.36504817,-1.554889917,-1.656259179,-3.289297581,-2.506002426,-2.093869925,-0.625133216,-0.212077513,-1.329332948
Q9UHB6;F8VS07;F8VQE1;F8VTU2;F8VRN8;F8VVQ7,Q9UHB6;F8VS07;F8VQE1,LIM domain and actin-binding protein 1,LIMA1,LIMA1,4526,5,5,4,9.1,9.1,8.2,85.225,0,35.355,28,0.073887358,0.060580254,-2.16427803,-1.444800973,-1.035077453,-0.974036574,-1.36166966,-1.345094204,-0.881226957,-2.22462821,-0.606827199,-1.108946443,-1.356815457,-1.783031106
Q9UHB9,Q9UHB9,Signal recognition particle subunit SRP68,SRP68,SRP68,4527,21,21,21,39.9,39.9,39.9,70.729,0,276.25,205,0.270537547,-0.052327434,2.48506403,2.691722393,2.651515007,2.694841862,2.521341801,2.641621828,2.476188421,2.657134056,2.616376638,2.277166128,2.805712461,2.53956461
Q9UHC6;B7Z1Y6;A0A0J9YYA0;A0A0J9YWG3,Q9UHC6;B7Z1Y6,Contactin-associated protein-like 2,CNTNAP2,CNTNAP2,4528,6,6,6,6.5,6.5,6.5,148.17,0,14.083,36,1.067274944,-0.531882973,-0.233653679,0.136800602,0.041638933,0.15413776,-0.06881398,0.44540453,-0.155473992,-1.605409145,0.259696424,-0.227134943,-0.707085848,-0.280376166
Q9UHD1;E9PPQ5;E9PIZ4;E9PSD5;E9PHZ2;E9PL00,Q9UHD1;E9PPQ5,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,CHORDC1,4529,11,11,11,53.9,53.9,53.9,37.489,0,24.379,132,5.008498083,-0.523326854,1.988148928,2.085402489,2.018002987,1.996913314,1.83666575,2.147468805,1.503496528,1.401520967,1.649587035,1.583024025,1.46304214,1.331970453
Q9UHD8;K7EL40;K7EK18;K7ER52;K7EIE4;K7EQD7;K7ELJ9;K7EJZ2;K7ER14;K7EJL9;K7EIR4;K7EKN4;K7EN52;K7ENQ5;K7EJ51;K7EQ08;K7ERG1;K7ENL0;K7EJV0;K7EPY1,Q9UHD8;K7EL40;K7EK18,Septin-9,09-Sept,09-Sept,4530,16,16,16,37.9,37.9,37.9,65.401,0,246.15,237,3.104915313,0.512499293,3.43077302,3.056514025,3.540643454,3.034341335,3.545757532,3.253197908,3.803734303,3.673777342,4.017984867,3.767043591,3.739695549,3.933987379
Q9UHG3;F8W8W4;C9K055;C9JM55;C9JGT6,Q9UHG3;F8W8W4,Prenylcysteine oxidase 1,PCYOX1,PCYOX1,4531,15,15,15,41.2,41.2,41.2,56.639,0,121.48,271,0.230344983,0.058367531,3.275016546,3.273271084,3.353915215,3.170480251,3.631641626,3.441534758,3.480536461,3.111916542,3.657583714,3.278208494,3.4044981,3.563321352
Q9UHI6,Q9UHI6,Probable ATP-dependent RNA helicase DDX20,DDX20,DDX20,4532,3,3,3,6.7,6.7,6.7,92.239,0,10.583,32,1.721105584,0.760308534,-2.251612186,-2.674010515,-1.687379718,-1.448060036,-2.373167515,-2.590067387,-1.09806025,-1.213127136,-1.653103948,-1.426889777,-2.153205633,-0.918059409
Q9UHL4;R4GMU5,Q9UHL4,Dipeptidyl peptidase 2,DPP7,DPP7,4533,4,4,4,17.5,17.5,17.5,54.341,0,5.7075,28,0.037084259,0.02410533,-1.666435242,-1.479271054,-1.311004639,-1.438415051,-1.386026382,-1.412924528,-1.11418283,-2.48045516,-1.539657593,-1.233189702,-1.00935626,-1.172603369
Q9UHN6;F5H6B2;H3BLX9;H3BLY0;B4E1B9,Q9UHN6;F5H6B2,Transmembrane protein 2,TMEM2,TMEM2,4534,6,6,6,5.6,5.6,5.6,154.37,0,44.084,72,2.389182077,1.049007888,-1.908769011,-0.484263241,-0.521541774,-1.076901197,-1.560654163,-0.970917404,-0.079278067,-0.097475469,-0.693219006,-0.128543183,0.454628259,0.314888
Q9UHQ9;H7C0R7,Q9UHQ9;H7C0R7,NADH-cytochrome b5 reductase 1,CYB5R1,CYB5R1,4535,13,13,13,58,58,58,34.094,0,73.084,109,0.219471594,-0.112140338,1.7772609,1.171097875,2.275533915,1.382004619,2.048478842,2.123353004,1.48815906,1.77534318,2.118889809,1.455234885,1.797955751,1.469304442
Q9UHV9,Q9UHV9,Prefoldin subunit 2,PFDN2,PFDN2,4536,3,3,3,22.7,22.7,22.7,16.648,0,4.4367,39,0.316570107,0.175427181,-0.072498888,-1.09589994,-0.414292097,-0.933135092,-0.282137245,-0.987333715,-0.170991853,-0.58514601,-0.870439947,-0.432188958,-0.847497106,0.173529983
Q9UHW5;H0YI19;H0YHZ5;F8W1F4,Q9UHW5;H0YI19;H0YHZ5;F8W1F4,GPN-loop GTPase 3,GPN3,GPN3,4537,2,2,2,11.6,11.6,11.6,32.761,0.00024396,3.683,6,0.009619989,-0.006682316,-4.797669888,-4.790460587,-5.58803606,NaN,-5.929115772,-4.675238132,-5.299742699,-5.035225868,-5.157170296,-5.214522839,-4.964348793,-5.305707932
Q9UHY7;A0A0C4DGY8;D6RA00,Q9UHY7;A0A0C4DGY8;D6RA00,Enolase-phosphatase E1,ENOPH1,ENOPH1,4538,6,6,6,37.9,37.9,37.9,28.932,0,153.16,118,0.615048106,-0.203342676,1.662249804,1.022765756,1.62280798,1.358179092,1.415776491,0.988758028,0.778068006,1.162003398,1.022039056,1.633458853,1.100825787,1.154085994
Q9UI08;G3V2K5;G3V3G2;G3V535;G3V5F7;A0A087WYI2;H0YJN0;G3V314,Q9UI08;G3V2K5;G3V3G2;G3V535;G3V5F7;A0A087WYI2,Ena/VASP-like protein,EVL,EVL,4539,3,3,3,11.1,11.1,11.1,44.619,0,3.9655,28,1.973387248,0.557191814,-1.302865386,-1.713027477,-1.740306616,-1.468883872,-1.941935062,-1.585423231,-1.350995898,-0.396083146,-0.862897217,-1.316865325,-1.272570968,-1.209878206
Q9UI09;F8VRD8;H0YID5;F8VXI1;H0YIT1,Q9UI09;F8VRD8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,NDUFA12,4540,7,7,7,63.4,63.4,63.4,17.114,0,84.572,82,0.476581812,-0.13380448,2.335931063,2.893498898,2.672144175,2.65520978,2.148494005,2.688552141,2.369632959,2.54501915,2.637454033,2.228546619,2.246658564,2.563691854
Q9UI12;G3V126;E5RG49;E5RHH0;E5RK31;E5RJG1;H0YB41,Q9UI12;G3V126,V-type proton ATPase subunit H,ATP6V1H,ATP6V1H,4541,24,24,24,58.8,58.8,58.8,55.882,0,284.66,507,0.82502993,-0.158899784,4.174260616,4.410911083,4.422282696,4.403665543,4.329739094,4.346802235,3.751758575,4.243560791,4.426793098,4.30338192,4.246520996,4.162247181
Q9UI15;C9J5W6;H7C5N2;C9JCX3,Q9UI15;C9J5W6,Transgelin-3,TAGLN3,TAGLN3,4542,11,11,11,66.3,66.3,66.3,22.472,0,53.396,209,0.198817045,0.143345197,3.447110176,2.546658516,2.809621572,3.082337379,2.682639122,2.179504633,3.025663614,2.745987892,2.015714169,3.656656981,2.834500313,3.329419613
Q9UI26;F8WDV0;H0Y8M5;D6RCN7;D6RJB1;D6RCQ2;E7EMB7,Q9UI26;F8WDV0,Importin-11,IPO11,IPO11,4543,8,8,8,16.6,16.6,16.6,112.53,0,12.495,39,0.212292377,0.172186136,-1.607308388,-1.779687524,-1.442370653,-1.772078991,-2.563220978,-2.707003355,-2.318907499,-1.416396976,-1.23594594,-1.983454585,-2.677382708,-1.206465364
Q9UI36;D6REJ4;D6RFG7,Q9UI36,Dachshund homolog 1,DACH1,DACH1,4544,5,5,4,8,8,6.6,78.561,0,9.6211,20,0.693177008,2.003598422,-2.122163773,-2.539865494,-2.540298462,-2.269313097,3.683675528,-2.387113094,-1.365267515,-0.662920833,4.350364208,3.566422462,-1.541457176,-0.500629008
Q9UI40,Q9UI40,Sodium/potassium/calcium exchanger 2,SLC24A2,SLC24A2,4545,2,2,2,3.9,3.9,3.9,73.663,0.00023764,3.1818,3,0,-0.010563061,-3.81569767,NaN,-1.571457386,-2.868922949,NaN,-0.855493605,-2.288455963,NaN,NaN,NaN,NaN,NaN
Q9UIA9;E7ESC6;H0YBE1;E5RIW1;Q9H2T7,Q9UIA9;E7ESC6,Exportin-7,XPO7,XPO7,4546,31,31,31,43.9,43.9,43.9,123.91,0,127.1,245,1.666303772,0.505316595,1.968270183,2.483394384,3.280750751,2.4671278,2.677322865,2.844403505,2.950508118,3.128793716,3.188081741,3.226465702,2.999943972,3.259375811
Q9UIC8;I3L4A2;I3L537;I3L2E3;I3L2Q8,Q9UIC8;I3L4A2,Leucine carboxyl methyltransferase 1,LCMT1,LCMT1,4547,11,11,11,39.8,39.8,39.8,38.379,0,66.402,149,0.410769386,0.089975874,2.382202864,2.552693367,2.527506113,2.261932373,2.410512209,2.739797831,2.621438265,2.720792294,2.293784857,2.713236094,2.397222519,2.66802597
